Epoch,Time,Loss,Accuracy
1,35.554177045822144,0.15006872385385492,94.58333333333333
2,35.169936656951904,0.10206013666909365,96.39880952380952
3,35.10601568222046,0.07420150331620659,97.58928571428571
4,35.09689164161682,0.06610134813845867,97.79761904761905
5,35.08308386802673,0.05062388839821021,97.97619047619048
6,35.11633372306824,0.04274931941846652,98.69047619047619
7,34.30411195755005,0.03975741062535062,98.54166666666667
8,35.329601526260376,0.04120077117944935,98.7202380952381
9,35.84950232505798,0.040328094711349835,98.48214285714286
10,35.41229486465454,0.023964792167368743,98.98809523809524
11,35.42360329627991,0.0238036286274326,99.3452380952381
12,35.07534575462341,0.03469060978331115,98.75
13,34.76663374900818,0.027910804138740614,99.04761904761905
14,34.59210515022278,0.014157484429250914,99.58333333333333
15,33.55499625205994,0.023542882191360973,99.19642857142857
16,35.304131746292114,0.020679154577166108,99.375
17,34.942704916000366,0.017436406780810407,99.52380952380952
18,35.184308767318726,0.012650511386649061,99.61309523809524
19,34.94846487045288,0.014452861853836414,99.49404761904762
20,34.892762660980225,0.017953552125531826,99.43452380952381
21,34.6151819229126,0.015152530775438728,99.55357142857143
22,36.00676727294922,0.01921002604732556,99.4047619047619
23,34.173824071884155,0.016450423993436353,99.46428571428571
24,34.486578702926636,0.013651749761525675,99.70238095238095
25,34.50848603248596,0.014961571379708835,99.55357142857143
