Epoch,Time,Loss,Accuracy
1,34.60466384887695,0.3382717155274891,87.11309523809524
2,34.519428968429565,0.32869263983198577,88.03571428571429
3,34.550939083099365,0.26680146342232114,89.94047619047619
4,34.559781074523926,0.2764333358123189,90.08928571428571
5,34.48527956008911,0.2521503668988035,90.625
6,34.672839879989624,0.2514534651878334,90.83333333333333
7,33.48505234718323,0.27125417256639117,90.625
8,34.36359429359436,0.23392529217969804,91.78571428571429
9,34.37427043914795,0.1874740087560245,93.24404761904762
10,34.421117067337036,0.1931742716048445,92.94642857142857
11,34.308736085891724,0.18251303677402791,93.48214285714286
12,34.333157777786255,0.1436511043902664,94.94047619047619
13,34.325446367263794,0.16462160057964778,93.95833333333333
14,34.29463720321655,0.22492829121294475,92.38095238095238
15,34.35758447647095,0.11504199213037888,95.98214285714286
16,34.339001417160034,0.12299890145659446,95.5952380952381
17,33.27104449272156,0.12750187050551176,95.50595238095238
18,34.34565472602844,0.11145663570967458,96.16071428571429
19,34.32399773597717,0.13130206279456616,95.86309523809524
20,34.36381983757019,0.10452252250342142,96.60714285714286
21,34.35617804527283,0.09460939177799793,96.36904761904762
22,34.31025457382202,0.10201780197343656,96.63690476190476
23,34.30477690696716,0.113010501972444,95.53571428571429
24,34.348684787750244,0.12431191689379159,95.5952380952381
25,34.363160610198975,0.07301941934219074,97.5
